Departamento,Nombre_municipio,Codigo_municipio,porcentaje_si,porcentaje_no,votación,abstención
NARIÑO,ARBOLEDA (BERRUECOS),52051,48.28,51.71,44.02,55.98
NARIÑO,BARBACOAS,52079,74.82,25.17,20.9,79.1
NARIÑO,BELEN,52083,60.28,39.71,45.4,54.6
NARIÑO,BUESACO,52110,50.05,49.94,35.61,64.39
NARIÑO,COLON (GENOVA),52203,60.33,39.66,42.4,57.6
NARIÑO,CONSACA,52207,57.86,42.13,41.67,58.33
NARIÑO,CONTADERO,52210,53.42,46.57,35.84,64.16
NARIÑO,CORDOBA,52215,62.16,37.83,35.27,64.73
NARIÑO,CUASPUD (CARLOSAMA),52224,47.39,52.6,37.75,62.25
NARIÑO,CUMBAL,52227,63.73,36.26,37.82,62.18
NARIÑO,CUMBITARA,52233,87.63,12.36,39.69,60.31
NARIÑO,CHACHAGUI,52240,62.48,37.51,40.97,59.03
NARIÑO,EL CHARCO,52250,90.81,9.18,33.15,66.85
NARIÑO,EL PEÑOL,52254,80.66,19.33,55.19,44.81
NARIÑO,EL ROSARIO,52256,90.78,9.21,39.75,60.25
NARIÑO,EL TABLON,52258,65.68,34.31,43.73,56.27
NARIÑO,EL TAMBO,52260,70.7,29.29,46.61,53.39
NARIÑO,FUNES,52287,68.12,31.87,42.9,57.1
NARIÑO,GUACHUCAL,52317,56.43,43.56,32.56,67.44
NARIÑO,GUAITARILLA,52320,73.81,26.18,29.16,70.84
NARIÑO,GUALMATAN,52323,60.1,39.89,46.93,53.07
NARIÑO,ILES,52352,62.52,37.47,34.33,65.67
NARIÑO,IMUES,52354,55.89,44.1,33.71,66.29
NARIÑO,IPIALES,52356,50.03,49.96,35.59,64.41
NARIÑO,LA CRUZ,52378,51.76,48.23,41.92,58.08
NARIÑO,LA FLORIDA,52381,72.99,27,36.05,63.95
NARIÑO,LA LLANADA,52385,71.34,28.65,44.13,55.87
NARIÑO,LA TOLA,52390,87.96,12.03,39.53,60.47
NARIÑO,LA UNION,52399,42.97,57.02,35.92,64.08
NARIÑO,LEIVA,52405,90.38,9.61,40.98,59.02
NARIÑO,LINARES,52411,87.08,12.91,42.8,57.2
NARIÑO,LOS ANDES (SOTOMAYOR),52418,77.04,22.95,45.97,54.03
NARIÑO,MAGUI (PAYAN),52427,93.13,6.86,37.67,62.33
NARIÑO,MALLAMA (PIEDRANCHA),52435,63.09,36.9,31.7,68.3
NARIÑO,MOSQUERA,52473,89.81,10.18,37.88,62.12
NARIÑO,NARIÑO,52480,60.35,39.64,40.6,59.4
NARIÑO,OLAYA HERRERA (BOCA DE SATINGA),52490,82.14,17.85,24.12,75.88
NARIÑO,OSPINA,52506,63.36,36.63,31.81,68.19
NARIÑO,FRANCISCO PIZARRO (SALAHONDA),52520,84.35,15.64,25.69,74.31
NARIÑO,POLICARPA,52540,88.89,11.1,44.63,55.37
NARIÑO,POTOSI,52560,46.77,53.22,37.24,62.76
NARIÑO,PROVIDENCIA,52565,87.43,12.56,44.37,55.63
NARIÑO,PUERRES,52573,68.72,31.27,44.42,55.58
NARIÑO,PUPIALES,52585,48.37,51.62,41.32,58.68
NARIÑO,RICAURTE,52612,66.65,33.34,22.48,77.52
NARIÑO,ROBERTO PAYAN (SAN JOSE),52621,91.51,8.48,28.26,71.74
NARIÑO,SAMANIEGO,52678,83.88,16.11,39.14,60.86
NARIÑO,SANDONA,52683,64.2,35.79,42.58,57.42
NARIÑO,SAN BERNARDO,52685,61.74,38.25,52.22,47.78
NARIÑO,SAN LORENZO,52687,62.17,37.82,37.42,62.58
NARIÑO,SAN PABLO,52693,65.83,34.16,33.21,66.79
NARIÑO,SAN PEDRO DE CARTAGO,52694,51.68,48.31,41.03,58.97
NARIÑO,SANTA BARBARA (ISCUANDE),52696,91.54,8.45,35.31,64.69
NARIÑO,SANTA CRUZ (GUACHAVES),52699,71.71,28.28,27.73,72.27
NARIÑO,SAPUYES,52720,60.36,39.63,32.99,67.01
NARIÑO,TAMINANGO,52786,78.67,21.32,36.92,63.08
NARIÑO,TANGUA,52788,53.07,46.92,32.37,67.63
NARIÑO,SAN ANDRES DE TUMACO,52835,71.19,28.8,28.13,71.87
NARIÑO,TUQUERRES,52838,64.45,35.54,30.27,69.73
NARIÑO,YACUANQUER,52885,67.71,32.28,41.21,58.79
NORTE DE SANTANDER,CUCUTA,54001,34.63,65.36,45.27,54.73
NORTE DE SANTANDER,ABREGO,54003,33.55,66.44,30.17,69.83
NORTE DE SANTANDER,ARBOLEDAS,54051,30.38,69.61,45.35,54.65
NORTE DE SANTANDER,BOCHALEMA,54099,37.68,62.31,48.64,51.36
NORTE DE SANTANDER,BUCARASICA,54109,29.54,70.45,36.46,63.54
NORTE DE SANTANDER,CACOTA,54125,48.87,51.12,40.49,59.51
NORTE DE SANTANDER,CACHIRA,54128,20.49,79.5,37.85,62.15
NORTE DE SANTANDER,CHINACOTA,54172,37.17,62.82,47.72,52.28
NORTE DE SANTANDER,CHITAGA,54174,37.91,62.08,38.45,61.55
NORTE DE SANTANDER,CONVENCION,54206,59.82,40.17,25.17,74.83
NORTE DE SANTANDER,CUCUTILLA,54223,33.64,66.35,47.64,52.36
NORTE DE SANTANDER,DURANIA,54239,53.12,46.87,45.17,54.83
NORTE DE SANTANDER,EL CARMEN,54245,52.18,47.81,30.49,69.51
NORTE DE SANTANDER,EL TARRA,54250,91.51,8.48,28.85,71.15
NORTE DE SANTANDER,EL ZULIA,54261,35.54,64.45,39.72,60.28
NORTE DE SANTANDER,GRAMALOTE,54313,33.52,66.47,40.12,59.88
NORTE DE SANTANDER,HACARI,54344,89.46,10.53,26.62,73.38
NORTE DE SANTANDER,HERRAN,54347,32.89,67.1,33.35,66.65
NORTE DE SANTANDER,LABATECA,54377,52.86,47.13,34.84,65.16
NORTE DE SANTANDER,LA ESPERANZA,54385,34.46,65.53,36.9,63.1
NORTE DE SANTANDER,LA PLAYA,54398,48.83,51.16,23.75,76.25
NORTE DE SANTANDER,LOS PATIOS,54405,28.04,71.95,36.88,63.12
NORTE DE SANTANDER,LOURDES,54418,25.96,74.03,40.41,59.59
NORTE DE SANTANDER,MUTISCUA,54480,45.19,54.8,42.56,57.44
NORTE DE SANTANDER,OCAÑA,54498,39.14,60.85,36.78,63.22
NORTE DE SANTANDER,PAMPLONA,54518,35,64.99,44.03,55.97
NORTE DE SANTANDER,PAMPLONITA,54520,32.87,67.12,48.52,51.48
NORTE DE SANTANDER,PUERTO SANTANDER,54553,26.88,73.11,17.04,82.96
NORTE DE SANTANDER,RAGONVALIA,54599,25,75,26.83,73.17
NORTE DE SANTANDER,SALAZAR,54660,32.43,67.56,42.15,57.85
NORTE DE SANTANDER,SAN CALIXTO,54670,95.18,4.81,37.35,62.65
NORTE DE SANTANDER,SAN CAYETANO,54673,31.5,68.49,32.43,67.57
NORTE DE SANTANDER,SANTIAGO,54680,45.17,54.82,44.06,55.94
NORTE DE SANTANDER,SARDINATA,54720,34.83,65.16,34.65,65.35
NORTE DE SANTANDER,SILOS,54743,19.05,80.94,35.08,64.92
NORTE DE SANTANDER,TEORAMA,54800,86.47,13.52,30.36,69.64
NORTE DE SANTANDER,TIBU,54810,66.03,33.96,29.42,70.58
NORTE DE SANTANDER,TOLEDO,54820,31.86,68.13,35.83,64.17
NORTE DE SANTANDER,VILLA CARO,54871,24.4,75.59,33.83,66.17
NORTE DE SANTANDER,VILLA ROSARIO,54874,24.01,75.98,33.8,66.2
PUTUMAYO,MOCOA,86001,60.18,39.81,37.07,62.93
PUTUMAYO,COLON,86219,57.14,42.85,45.05,54.95
PUTUMAYO,ORITO,86320,77.2,22.79,31.71,68.29
PUTUMAYO,PUERTO ASIS,86568,57.99,42,26.73,73.27
PUTUMAYO,PUERTO CAICEDO,86569,70.82,29.17,32.25,67.75
PUTUMAYO,PUERTO GUZMAN,86571,72.34,27.65,29.41,70.59
PUTUMAYO,LEGUIZAMO,86573,54.5,45.49,26.28,73.72
PUTUMAYO,SIBUNDOY,86749,58.36,41.63,43.01,56.99
PUTUMAYO,SAN FRANCISCO,86755,55.73,44.26,42.42,57.58
PUTUMAYO,SAN MIGUEL (LA DORADA),86757,83.43,16.56,29.6,70.4
PUTUMAYO,SANTIAGO,86760,60.66,39.33,39.12,60.88
PUTUMAYO,VALLE DEL GUAMEZ (LA HORMIGA),86865,86.04,13.95,34.16,65.84
PUTUMAYO,VILLAGARZON,86885,50.99,49,36.72,63.28
QUINDIO,ARMENIA,63001,42.6,57.39,42.36,57.64
QUINDIO,BUENA VISTA,63111,43.88,56.11,35.98,64.02
QUINDIO,CALARCA,63130,37.58,62.41,41.1,58.9
QUINDIO,CIRCASIA,63190,36.41,63.58,42.67,57.33
QUINDIO,CORDOBA,63212,45.89,54.1,38.5,61.5
QUINDIO,FILANDIA,63272,36.68,63.31,41.14,58.86
QUINDIO,GENOVA,63302,36.2,63.79,38.05,61.95
QUINDIO,LA TEBAIDA,63401,37.14,62.85,40.56,59.44
QUINDIO,MONTENEGRO,63470,29.45,70.54,35.86,64.14
QUINDIO,PIJAO,63548,34.85,65.14,39.6,60.4
QUINDIO,QUIMBAYA,63594,38.75,61.24,40.44,59.56
QUINDIO,SALENTO,63690,33.86,66.13,44.74,55.26
RISARALDA,PEREIRA,66001,46.14,53.85,42.16,57.84
RISARALDA,APIA,66045,34.47,65.52,36.23,63.77
RISARALDA,BALBOA,66075,45.34,54.65,36.51,63.49
RISARALDA,BELEN DE UMBRIA,66088,38.15,61.84,33.23,66.77
RISARALDA,DOS QUEBRADAS,66170,42.47,57.52,43.8,56.2
RISARALDA,GUATICA,66318,33.66,66.33,36.66,63.34
RISARALDA,LA CELIA,66383,38.18,61.81,37.8,62.2
RISARALDA,LA VIRGINIA,66400,40.16,59.83,39.52,60.48
RISARALDA,MARSELLA,66440,38.15,61.84,36,64
RISARALDA,MISTRATO,66456,52.88,47.11,33.93,66.07
RISARALDA,PUEBLO RICO,66572,63.04,36.95,30.83,69.17
RISARALDA,QUINCHIA,66594,52.6,47.39,41.98,58.02
RISARALDA,SANTA ROSA DE CABAL,66682,40.2,59.79,42.93,57.07
RISARALDA,SANTUARIO,66687,41.07,58.92,30.79,69.21
SAN ANDRES,SAN ANDRES,88001,51.21,48.78,19.3,80.7
SAN ANDRES,PROVIDENCIA,88564,81.84,18.15,30.12,69.88
SANTANDER,BUCARAMANGA,68001,44.88,55.11,45.56,54.44
SANTANDER,AGUADA,68013,47.55,52.44,23.68,76.32
SANTANDER,ALBANIA,68020,56.35,43.64,36.47,63.53
SANTANDER,ARATOCA,68051,51.49,48.5,41.37,58.63
SANTANDER,BARBOSA,68077,49.22,50.77,37.98,62.02
SANTANDER,BARICHARA,68079,57.23,42.76,41.65,58.35
SANTANDER,BARRANCABERMEJA,68081,50.54,49.45,46.09,53.91
SANTANDER,BETULIA,68092,42.67,57.32,37.67,62.33
SANTANDER,BOLIVAR,68101,52.41,47.58,34.35,65.65
SANTANDER,CABRERA,68121,65.78,34.21,42.27,57.73
SANTANDER,CALIFORNIA,68132,22.22,77.77,42.24,57.76
SANTANDER,CAPITANEJO,68147,37.85,62.14,37.78,62.22
SANTANDER,CARCASI,68152,32.48,67.51,45.15,54.85
SANTANDER,CEPITA,68160,64.74,35.25,53.24,46.76
SANTANDER,CERRITO,68162,46.11,53.88,45.32,54.68
SANTANDER,CHARALA,68167,61.35,38.64,37.37,62.63
SANTANDER,CHARTA,68169,28.33,71.66,41.6,58.4
SANTANDER,CHIMA,68176,65.11,34.88,39.05,60.95
SANTANDER,CHIPATA,68179,71.56,28.43,23.87,76.13
SANTANDER,CIMITARRA,68190,40.42,59.57,33.91,66.09
SANTANDER,CONCEPCION,68207,38.74,61.25,38.5,61.5
SANTANDER,CONFINES,68209,37.98,62.01,36.83,63.17
SANTANDER,CONTRATACION,68211,57.9,42.09,46.95,53.05
SANTANDER,COROMORO,68217,53.49,46.5,38.49,61.51
SANTANDER,CURITI,68229,46.7,53.29,41.1,58.9
SANTANDER,EL CARMEN,68235,26.76,73.23,41.6,58.4
SANTANDER,EL GUACAMAYO,68245,69.72,30.27,51.13,48.87
SANTANDER,EL PEÑON,68250,49.56,50.43,39.77,60.23
SANTANDER,EL PLAYON,68255,27.56,72.43,37.73,62.27
SANTANDER,ENCINO,68264,62.4,37.59,32.59,67.41
SANTANDER,ENCISO,68266,45.87,54.12,41.16,58.84
SANTANDER,FLORIAN,68271,66.96,33.03,33.01,66.99
SANTANDER,FLORIDABLANCA,68276,41.67,58.32,49.14,50.86
SANTANDER,GALAN,68296,41.85,58.14,42.66,57.34
SANTANDER,GAMBITA,68298,54.81,45.18,35.04,64.96
SANTANDER,GIRON,68307,37.87,62.12,43.36,56.64
SANTANDER,GUACA,68318,38.66,61.33,39.92,60.08
SANTANDER,GUADALUPE,68320,40.06,59.93,36.15,63.85
SANTANDER,GUAPOTA,68322,51.62,48.37,42.2,57.8
SANTANDER,GUAVATA,68324,62.01,37.98,30.08,69.92
SANTANDER,GUEPSA,68327,61.75,38.24,35.03,64.97
SANTANDER,HATO,68344,59.94,40.05,44.76,55.24
SANTANDER,JESUS MARIA,68368,63.23,36.76,32.48,67.52
SANTANDER,JORDAN,68370,50.38,49.61,36.04,63.96
SANTANDER,LA BELLEZA,68377,33.6,66.39,42.03,57.97
SANTANDER,LANDAZURI,68385,52.62,47.37,32.65,67.35
SANTANDER,LA PAZ,68397,58.15,41.84,29.4,70.6
SANTANDER,LEBRIJA,68406,30.62,69.37,43.67,56.33
SANTANDER,LOS SANTOS,68418,42.04,57.95,48.17,51.83
SANTANDER,MACARAVITA,68425,56.78,43.21,37.43,62.57
SANTANDER,MALAGA,68432,38.31,61.68,43.67,56.33
SANTANDER,MATANZA,68444,39.36,60.63,46.48,53.52
SANTANDER,MOGOTES,68464,43.69,56.3,37.99,62.01
SANTANDER,MOLAGAVITA,68468,39.01,6.098,39.89,60.11
SANTANDER,OCAMONTE,68498,69.77,30.22,44.26,55.74
SANTANDER,OIBA,68500,44.41,55.58,42.39,57.61
SANTANDER,ONZAGA,68502,53.36,46.63,33.62,66.38
SANTANDER,PALMAR,68522,68.44,31.55,43.9,56.1
SANTANDER,PALMAS DEL SOCORRO,68524,53.56,46.43,41.29,58.71
SANTANDER,PARAMO,68533,51.19,48.8,49.54,50.46
SANTANDER,PIEDECUESTA,68547,39.91,6.008,48.81,51.19
SANTANDER,PINCHOTE,68549,56.25,43.74,42.65,57.35
SANTANDER,PUENTE NACIONAL,68572,57.3,42.69,34.62,65.38
SANTANDER,PUERTO PARRA,68573,32.18,67.81,28.53,71.47
SANTANDER,PUERTO WILCHES,68575,48.69,51.3,37.7,62.3
SANTANDER,RIONEGRO,68615,33.34,66.65,37.58,62.42
SANTANDER,SABANA DE TORRES,68655,30.85,69.14,38.46,61.54
SANTANDER,SAN ANDRES,68669,55.58,44.41,43.54,56.46
SANTANDER,SAN BENITO,68673,67.67,32.32,29.44,70.56
SANTANDER,SAN GIL,68679,50.46,49.53,43.56,56.44
SANTANDER,SAN JOAQUIN,68682,61.9,38.09,33.3,66.7
SANTANDER,SAN JOSE DE MIRANDA,68684,32.74,67.25,46.41,53.59
SANTANDER,SAN MIGUEL,68686,54.3,45.69,38.17,61.83
SANTANDER,SAN VICENTE DEL CHUCURI,68689,40.76,59.23,37.35,62.65
SANTANDER,SANTA BARBARA,68705,36.01,63.98,36.79,63.21
SANTANDER,SANTA HELENA DEL OPON,68720,38.48,61.51,35.89,64.11
SANTANDER,SIMACOTA,68745,56.04,43.95,38.82,61.18
SANTANDER,SOCORRO,68755,46.27,53.72,40.19,59.81
SANTANDER,SUAITA,68770,53.98,46.01,32.43,67.57
SANTANDER,SUCRE,68773,38.73,61.26,31.83,68.17
SANTANDER,SURATA,68780,37.25,62.74,44.52,55.48
SANTANDER,TONA,68820,41.28,58.71,41.19,58.81
SANTANDER,VALLE DE SAN JOSE,68855,50.84,49.15,41.01,58.99
SANTANDER,VELEZ,68861,54.26,45.73,37.68,62.32
SANTANDER,VETAS,68867,16.19,83.8,39.56,60.44
SANTANDER,VILLANUEVA,68872,38.99,61,37.7,62.3
SANTANDER,ZAPATOCA,68895,38.63,61.36,35.56,64.44
SUCRE,SINCELEJO,70001,54.37,45.62,35.93,64.07
SUCRE,BUENAVISTA,70110,68.77,31.22,33.78,66.22
SUCRE,CAIMITO,70124,77.33,22.66,32.13,67.87
SUCRE,COLOSO (RICAURTE),70204,70.14,29.85,35.14,64.86
SUCRE,COROZAL,70215,61,38.99,39.67,60.33
SUCRE,COVEÑAS,70221,50.03,49.96,35.69,64.31
SUCRE,CHALAN,70230,65.09,34.9,31.66,68.34
SUCRE,EL ROBLE,70233,77.95,22.04,37.84,62.16
SUCRE,GALERAS (NUEVA GRANADA),70235,41.78,58.21,33.81,66.19
SUCRE,GUARANDA,70265,51.56,48.43,28.01,71.99
SUCRE,LA UNION,70400,79.54,20.45,31.7,68.3
SUCRE,LOS PALMITOS,70418,76.74,23.25,43.55,56.45
SUCRE,MAJAGUAL,70429,57.93,42.06,26.57,73.43
SUCRE,MORROA,70473,65.45,34.54,40.75,59.25
SUCRE,OVEJAS,70508,72.51,27.48,37.09,62.91
SUCRE,PALMITO,70523,69.67,30.32,35.2,64.8
SUCRE,SAMPUES,70670,59.62,40.27,37.79,62.21
SUCRE,SAN BENITO ABAD,70678,64.34,35.65,29.64,70.36
SUCRE,SAN JUAN DE BETULIA,70702,71.3,28.69,40.39,59.61
SUCRE,SAN MARCOS,70708,63.61,36.38,26.62,73.38
SUCRE,SAN ONOFRE,70713,78.01,21.98,25.53,74.47
SUCRE,SAN PEDRO,70717,64.86,35.13,36.2,63.8
SUCRE,SAN LUIS DE SINCE,70742,61.02,38.97,35.79,64.21
SUCRE,SUCRE,70771,55.76,44.23,27.4,72.6
SUCRE,SANTIAGO DE TOLU,70820,70.23,29.76,34.49,65.51
SUCRE,TOLUVIEJO,70823,71.73,28.26,41.68,58.32
TOLIMA,IBAGUE,73001,39.39,60.6,46.49,53.51
TOLIMA,ALPUJARRA,73024,31.02,68.97,40.72,59.28
TOLIMA,ALVARADO,73026,48.11,51.88,33.09,66.91
TOLIMA,AMBALEMA,73030,51.92,48.07,34.71,65.29
TOLIMA,ANZOATEGUI,73043,30.54,69.45,31.65,68.35
TOLIMA,ARMERO (GUAYABAL),73055,51.7,48.29,35.07,64.93
TOLIMA,ATACO,73067,32.45,67.54,35.11,64.89
TOLIMA,CAJAMARCA,73124,30.86,69.13,37.34,62.66
TOLIMA,CARMEN DE APICALA,73148,35.2,64.79,41.47,58.53
TOLIMA,CASABIANCA,73152,49.17,50.82,38.98,61.02
TOLIMA,CHAPARRAL,73168,44.99,55,32.84,67.16
TOLIMA,COELLO,73200,56.25,43.74,35.03,64.97
TOLIMA,COYAIMA,73217,62.06,37.93,33.06,66.94
TOLIMA,CUNDAY,73226,41.48,58.51,36.73,63.27
TOLIMA,DOLORES,73236,41.5,58.49,41,59
TOLIMA,ESPINAL,73268,36.45,63.54,40.32,59.68
TOLIMA,FALAN,73270,53.54,46.45,39.1,60.9
TOLIMA,FLANDES,73275,36.13,63.86,38.92,61.08
TOLIMA,FRESNO,73283,33.09,66.9,32.81,67.19
TOLIMA,GUAMO,73319,34.47,65.52,34.98,65.02
TOLIMA,HERVEO,73347,39.09,60.9,32.62,67.38
TOLIMA,HONDA,73349,42.56,57.43,37.12,62.88
TOLIMA,ICONONZO,73352,52.87,47.12,34.68,65.32
TOLIMA,LERIDA,73408,49.42,50.57,37.1,62.9
TOLIMA,LIBANO,73411,49.61,50.38,32.73,67.27
TOLIMA,MARIQUITA,73443,42.13,57.86,38.67,61.33
TOLIMA,MELGAR,73449,28.81,71.18,39.71,60.29
TOLIMA,MURILLO,73461,37.21,62.78,30.9,69.1
TOLIMA,NATAGAIMA,73483,56.02,43.97,35.16,64.84
TOLIMA,ORTEGA,73504,39.99,60,35.84,64.16
TOLIMA,PALOCABILDO,73520,41.53,58.46,33.31,66.69
TOLIMA,PIEDRAS,73547,50.38,49.61,36.53,63.47
TOLIMA,PLANADAS,73555,47.77,52.22,31.55,68.45
TOLIMA,PRADO,73563,38.39,61.6,37.8,62.2
TOLIMA,PURIFICACION,73585,49.42,50.57,41.31,58.69
TOLIMA,RIOBLANCO,73616,48.8,51.19,29.8,70.2
TOLIMA,RONCESVALLES,73622,51.33,48.66,37.5,62.5
TOLIMA,ROVIRA,73624,29.29,70.7,32.15,67.85
TOLIMA,SALDAÑA,73671,33.12,66.87,36.17,63.83
TOLIMA,SAN ANTONIO,73675,28.36,71.63,40.38,59.62
TOLIMA,SAN LUIS,73678,38.69,61.3,40.21,59.79
TOLIMA,SANTA ISABEL,73686,27.85,72.14,30.86,69.14
TOLIMA,SUAREZ,73770,38.99,61,41.33,58.67
TOLIMA,VALLE SAN JUAN,73854,46.03,53.96,30.35,69.65
TOLIMA,VENADILLO,73861,43.77,56.22,38.29,61.71
TOLIMA,VILLA HERMOSA,73870,25.88,74.11,33.68,66.32
TOLIMA,VILLARICA,73873,38.54,61.45,34.45,65.55
VALLE,CALI,76001,54.27,45.72,36.4,63.6
VALLE,ALCALA,76020,48.88,51.11,33.95,66.05
VALLE,ANDALUCIA,76036,52.12,47.87,35.11,64.89
VALLE,ANSERMANUEVO,76041,31.59,68.4,28.05,71.95
VALLE,ARGELIA,76054,48.42,51.57,30.42,69.58
VALLE,BOLIVAR,76100,42.8,57.19,37.07,62.93
VALLE,BUENAVENTURA,76109,70.66,29.33,28.46,71.54
VALLE,GUADALAJARA DE BUGA,76111,50.46,49.53,42.24,57.76
VALLE,BUGALAGRANDE,76113,57.54,42.45,37.33,62.67
VALLE,CAICEDONIA,76122,38.89,61.1,36.44,63.56
VALLE,CALIMA (DARIEN),76126,48.79,51.2,33.82,66.18
VALLE,CANDELARIA,76130,46.52,53.47,35.01,64.99
VALLE,CARTAGO,76147,38.11,61.88,35.53,64.47
VALLE,DAGUA,76233,44.33,55.66,30.72,69.28
VALLE,EL AGUILA,76243,30.88,69.11,35.63,64.37
VALLE,EL CAIRO,76246,50.35,49.64,28.78,71.22
VALLE,EL CERRITO,76248,51.78,48.21,35.62,64.38
VALLE,EL DOVIO,76250,32.84,67.15,31.01,68.99
VALLE,FLORIDA,76275,56.7,43.29,37.55,62.45
VALLE,GINEBRA,76306,49.37,50.62,40.58,59.42
VALLE,GUACARI,76318,55.95,44.04,38.6,61.4
VALLE,JAMUNDI,76364,53.55,46.44,35.7,64.3
VALLE,LA CUMBRE,76377,50.18,49.81,32.38,67.62
VALLE,LA UNION,76400,27.43,72.56,39.37,60.63
VALLE,LA VICTORIA,76403,46.34,53.65,36.69,63.31
VALLE,OBANDO,76497,44.49,55.5,32.69,67.31
VALLE,PALMIRA,76520,54.43,45.56,38.73,61.27
VALLE,PRADERA,76563,51.04,48.95,38.26,61.74
VALLE,RESTREPO,76606,40.84,59.15,29.82,70.18
VALLE,RIOFRIO,76616,40.69,59.3,33.48,66.52
VALLE,ROLDANILLO,76622,42.08,57.91,39.46,60.54
VALLE,SAN PEDRO,76670,50.17,49.82,37.5,62.5
VALLE,SEVILLA,76736,51.39,48.6,35.18,64.82
VALLE,TORO,76823,36.34,63.65,30.99,69.01
VALLE,TRUJILLO,76828,37.29,62.7,34.19,65.81
VALLE,TULUA,76834,45.76,54.23,39.48,60.52
VALLE,ULLOA,76845,56.07,43.92,36.1,63.9
VALLE,VERSALLES,76863,36.85,63.14,33.62,66.38
VALLE,VIJES,76869,53.83,46.16,33.03,66.97
VALLE,YOTOCO,76890,47.48,52.51,35.35,64.65
VALLE,YUMBO,76892,52.68,47.31,36.13,63.87
VALLE,ZARZAL,76895,50.19,49.8,36.93,63.07
VAUPES,Pacoa (ANM),97001,91.39,8.6,17.59,82.41
VAUPES,Mitú,97161,75.62,24.37,23.28,76.72
VAUPES,Caruru,97511,83.4,16.59,27.01,72.99
VAUPES,Taraira,97666,78.89,21.1,25.05,74.95
VAUPES,Papunaua (ANM),97777,94.73,5.26,17.43,82.57
VAUPES,Yavaraté (ANM),97889,88.25,11.74,30.53,69.47
VICHADA,Puerto Carreño,99001,46.15,53.84,27.64,72.36
VICHADA,La Primavera,99524,27,72.99,34.45,65.55
VICHADA,Santa Rosalía,99624,45.53,54.46,42.61,57.39
VICHADA,Cumaribo,99773,74.05,25.94,19.37,80.63
